train_loss,train_adversarial_acc,train_wrong_label_acc,train_clean_acc,epoch,lr,test_clean_acc,test_adversarial_acc
3.6298576004974676,0.23800351666977337,0.24189178390271218,0.4114729859639921,1,0.00839999999999999,0.537109375,
3.133968801449632,0.28851502558306963,0.2996043798030185,0.5483415921020995,2,0.009195000545041132,0.584765625,
2.8054752807178156,0.3224064897545768,0.3513307225368822,0.6269061701072146,3,0.011567461984398342,0.6625,
2.567115538565399,0.3427789322555522,0.39585997442455245,0.678025095968905,4,0.015479961537568088,0.69775390625,
2.3668912466224805,0.35268142583120204,0.4316176470283352,0.7181026214528876,5,0.020870784139525728,0.722265625,
2.2169456231929456,0.35980658572348184,0.4645660166697734,0.7413443095238922,6,0.027654895923073297,0.72724609375,
2.076446810341857,0.35585837595907927,0.4953164962094153,0.7643502238766312,7,0.035725285527783424,0.75947265625,
1.954624046450076,0.3472426470816898,0.5253156969309463,0.7811620843684887,8,0.044954652077972806,0.7716796875,
1.7858779756614314,0.31675991050117763,0.5713315217391305,0.8022138747717719,9,0.055197413203844053,0.78544921875,
1.517846850178126,0.222214673914949,0.6552909207161125,0.8220867967361685,10,0.06629200143163153,0.81103515625,
1.2502250849743328,0.12417279412526913,0.7433943414627133,0.8378956202046036,11,0.07806341271990463,0.75947265625,
1.065065795503309,0.08369964833759591,0.7984574809098792,0.8501998082451199,12,0.09032596694187611,0.81591796875,
0.9313094553435245,0.05152653453066526,0.8406369885825136,0.8559422954878844,13,0.10288623677036207,0.8244140625,
0.9003911683016725,0.04402973145827689,0.8509870525211325,0.8563698848799977,14,0.1155460987656898,0.8326171875,
0.8708563421083533,0.03534606777493606,0.8637787724090049,0.8574328645111045,15,0.12810585853923956,0.825390625,
0.8242225543312405,0.029675511509904166,0.8748641305262476,0.8622602302095165,16,0.1403674006968535,0.83623046875,
0.7720700635019776,0.025543478262775084,0.8935741687674656,0.8627837275909951,17,0.15213731387546917,0.811328125,
0.7296498872130118,0.019633152174389424,0.9040121483375959,0.8664322251554035,18,0.1632299415792118,0.83603515625,
0.7675607000165583,0.0225223785175768,0.8972146739740201,0.861317135641337,19,0.17347031069160493,0.78857421875,
0.6956332269531992,0.017019661129130732,0.9131953324503301,0.8682824489100814,20,0.1826968914700737,0.8021484375,
0.6957917445151093,0.013990569054661199,0.9150095908233272,0.8680546675496699,21,0.1907641454870834,0.82626953125,
0.7464474885512495,0.019033727621959755,0.9031249999695117,0.8632352942091119,22,0.19754482132714773,0.80166015625,
0.6649860001128652,0.013423113814552726,0.9220867966447035,0.8707520780356034,23,0.20293196182779458,0.50498046875,
0.6573785487800607,0.012180306905847224,0.9237611892888004,0.8719349424247547,24,0.20684059120263043,0.76865234375,
0.6699978474460905,0.012779731458276891,0.9211956521739131,0.8702605499330994,25,0.2092090554341284,0.60390625,
0.6474032956925805,0.012440057545233413,0.9263147379431274,0.8728061062295723,26,0.20999999939746639,0.712890625,
0.666896510459578,0.013978580563136226,0.9230498721837388,0.8713594949458872,27,0.20990742588328895,0.7927734375,
0.6405200778370927,0.010989450127877238,0.9301310742602629,0.871667199579956,28,0.20963080983315208,0.7494140625,
0.6595326957800199,0.011768702046035806,0.9252357737487539,0.8699008952016416,29,0.20917063652560253,0.81005859375,
0.6049663153145929,0.009283088235770497,0.9355458760505442,0.8759231139022066,30,0.20852771326098962,0.81796875,0.00126953125
0.6308136811036893,0.009055306906323604,0.9325327685726877,0.8725783248691608,31,0.2077031679451863,0.84033203125,
0.6012662370186632,0.008463874680783285,0.9388347187310534,0.8752237852577054,32,0.20669844711085889,0.75263671875,
0.6510629704236375,0.010270140664961637,0.9273857097796467,0.8721027813299232,33,0.2055153133797572,0.8025390625,
0.5982637050206704,0.007852461636828645,0.9389466112836853,0.8764705882048058,34,0.20415584237047713,0.79765625,
0.6432896030833349,0.010669757033248082,0.9284606777188723,0.8712875640300839,35,0.20262241905712033,0.84453125,
0.5799637901432374,0.007476822251592146,0.9413682864145245,0.8772098784861357,36,0.20091773358523915,0.8166015625,
0.5834437155205271,0.00646579283935106,0.9425671355193838,0.877349744215036,37,0.19904477655240732,0.791796875,
0.5928101224057815,0.0076326726342711,0.939494085738726,0.8791759910485933,38,0.19700683376169545,0.8302734375,
0.5700876948321262,0.00610613810789326,0.9436660805321715,0.8808543797953964,39,0.1948074804572561,0.72861328125,
0.5781129689320273,0.007524776215310139,0.9428788364086005,0.8784726663013859,40,0.19245057505213053,0.8236328125,
0.5732491260294414,0.0076726342710997444,0.9443893862502349,0.8783807545671682,41,0.18994025235928116,0.8177734375,
0.5941976683828837,0.009510869565217392,0.9388347187310534,0.8790161445012787,42,0.18728091633772462,0.83056640625,
0.6496093402738157,0.01329923273704927,0.9239969630070659,0.8749160806236365,43,0.18447723236649122,0.8064453125,
0.5507063197205438,0.007492806905370844,0.9464154412679355,0.8847906010230179,44,0.18153411905996467,0.8560546875,
0.5642788953640882,0.006945332481294794,0.9429947250639387,0.8820612212581098,45,0.17845673963896125,0.789453125,
0.5321256989789436,0.006933343989769821,0.9506433824139178,0.8857336957436388,46,0.17525049287268593,0.83046875,
0.5530575338531943,0.005794437340153453,0.947602301759793,0.8840872762758104,47,0.1719210036074568,0.79736328125,
0.5339371869936014,0.006333919437340153,0.9515265345268542,0.8845828004810207,48,0.168474112898813,0.8390625,
0.5154990951728333,0.005898337596860688,0.9532169117342175,0.8858256074778564,49,0.164915867764319,0.82978515625,
0.5157746748088876,0.005574648337595908,0.9527453644501279,0.8880674552429667,50,0.16125251057504036,0.81943359375,
0.5271796237705918,0.0062539961636828645,0.9507952366033783,0.8864210357751383,51,0.15749046810430434,0.8451171875,
0.4957645828919033,0.004128037084875357,0.9572969949458872,0.8894621164292631,52,0.15363634025295514,0.85859375,
0.4936307485756057,0.006154092071611253,0.955119085738726,0.8902773337291024,53,0.14969688847088547,0.82890625,
0.5098696166597059,0.005374840153452685,0.9526654411764706,0.8909406969919229,54,0.1456790238951559,0.793359375,
0.48829312085190696,0.0059063299237500375,0.9575247763062987,0.8894501279687028,55,0.14158979522551168,0.86025390625,
0.47682574810579303,0.005346867008149014,0.9600143862502349,0.8919277494520788,56,0.1374363763585687,0.82685546875,
0.46987675907819165,0.004487691816333158,0.9590193414322251,0.8954283887772914,57,0.13322605380236074,0.87216796875,
0.5078178657900037,0.006605658568251316,0.9532768541894605,0.8905091113446618,58,0.12896621389332866,0.849609375,
0.46378190247604,0.005586636829120881,0.9603540601632784,0.8957041241323856,59,0.12466432983817616,0.84443359375,
0.4692334060550041,0.005306905371320369,0.958587755784964,0.896283567866401,60,0.12032794860332605,0.8404296875,0.0009765625
0.44033621876593443,0.005107097187177147,0.9640904732067567,0.8987052429972402,61,0.11596467767497647,0.84775390625,
0.437700484262403,0.0052949168797953965,0.9635429987517159,0.8998161764705882,62,0.11158217171298523,0.83759765625,
0.43732138728851555,0.004295875959079284,0.9647658247776958,0.9007153132992327,63,0.1071881191219951,0.8451171875,
0.43217133263797713,0.0041560102301790285,0.9631793479175519,0.9021739130434783,64,0.10279022856335986,0.85888671875,
0.4259838037707312,0.004595588235294118,0.9631034207466008,0.9047674233346339,65,0.09839621543153261,0.8689453125,
0.4135821888513882,0.004215952685421995,0.96626438615877,0.904323849074371,66,0.09401378831864224,0.812109375,
0.4020966066576331,0.004467710997918835,0.9680187020765241,0.9073249680916672,67,0.08965063549100347,0.841015625,
0.41414520289282053,0.0042758951406649615,0.9649216752223042,0.9074128837231785,68,0.08531441140128533,0.8677734375,
0.38057639207833865,0.0034766624040920716,0.970192615180979,0.9120923913348361,69,0.08101272325999997,0.878125,
0.3759863638054684,0.003676470588235294,0.971243606199084,0.9119365408902278,70,0.07675311768987074,0.87353515625,
0.3764309841577354,0.003516624040920716,0.970072730270493,0.9122522378821507,71,0.07254306748649127,0.8599609375,
0.3636010045666829,0.004575607416879795,0.970744085738726,0.9161205242966752,72,0.068389958508503,0.87783203125,
0.3489648714242384,0.002709398977458477,0.9747682225978588,0.9167119564912508,73,0.0643010767202892,0.878515625,
0.3428481495212716,0.003236892583120205,0.9747722187005651,0.9180626599380123,74,0.06028359540991781,0.88564453125,
0.33188088531689264,0.003356777493606138,0.9754235933503836,0.9222786126234342,75,0.056344562604756517,0.88984375,
0.30740510826677925,0.0030490728905019555,0.9771579284497234,0.9277653453295188,76,0.052490888706837914,0.891796875,
0.31087517172403045,0.0036964514066496162,0.9762867647973473,0.9267063619535597,77,0.048729334369666186,0.87919921875,
0.28590982900860973,0.002637468030690537,0.9798953005724855,0.930622602362767,78,0.04506649863773337,0.888671875,
0.272458087338511,0.0029171994884910485,0.9797993925831202,0.9340912724090049,79,0.04150880736955337,0.89716796875,
0.25953972049991186,0.0029171994884910485,0.9824728261479332,0.9359854540556592,80,0.03806250196452207,0.89169921875,
0.23969755857192038,0.0026574488491048595,0.9840952685421995,0.9408128197540713,81,0.0347336284133824,0.89697265625,
0.22623744706058746,0.0026574488491048595,0.9845947890025576,0.9444733056265985,82,0.03152802669150188,0.89619140625,
0.21810773851545265,0.0025175831202046035,0.9836756713554987,0.9490169437645036,83,0.02845132051357146,0.90400390625,
0.19737776606093588,0.0025975063938618926,0.9855978261784214,0.9532648657289002,84,0.025508907467699023,0.90498046875,
0.18079173909809887,0.0021978900255754477,0.9870604220253733,0.9571930945986677,85,0.022705949546205743,0.91083984375,
0.1595347432414894,0.0024576406649616366,0.9879995204908464,0.963303228930744,86,0.02004736408973734,0.91171875,
0.14392001985017297,0.0024976023017902814,0.9885989450432761,0.9678268862502349,87,0.01753781516057789,0.91435546875,
0.12605942903882097,0.0024576406649616366,0.9895700127877238,0.971990888838268,88,0.01518170536029967,0.92099609375,
0.11038455486659655,0.002877237851662404,0.9901174872427645,0.9767423273657289,89,0.01298316810610378,0.922265625,
0.0887878882481962,0.0024576406649616366,0.9921954923578541,0.9810062340458335,90,0.010946060379402076,0.92607421875,9.765625e-05
0.07719348850981582,0.0025975063938618926,0.9920276534526854,0.9862531969309463,91,0.009073955959361057,0.92822265625,0.00048828125
0.06176533062687463,0.0023577365728900254,0.993546195652174,0.9893861893192887,92,0.007370139153278817,0.9314453125,9.765625e-05
0.050513702935403415,0.0024376598465473145,0.9937060421994884,0.9926870204603581,93,0.005837599034794107,0.93818359375,9.765625e-05
0.04059470690491483,0.002377717391304348,0.9942455242966752,0.9960238171355499,94,0.004479024200035327,0.94404296875,0.0001953125
0.03375342167923441,0.0021978900255754477,0.995104699488491,0.997022858056266,95,0.0032967980509094903,0.94208984375,9.765625e-05
0.031231187086295135,0.002549552430143899,0.9947650255754475,0.9977221867007673,96,0.0022929946138053334,0.94443359375,0.0001953125
0.026632589149905746,0.0022778132992327367,0.9956441815856778,0.9982896419742223,97,0.0014693749010462212,0.945703125,0.0001953125
0.02529775198368008,0.0020380434782608695,0.9962036445012787,0.998821131713555,98,0.0008273838214761856,0.94921875,9.765625e-05
0.024943463810388467,0.0019701086961285536,0.9958719629460894,0.9988411125319693,99,0.00036814764559882704,0.9462890625,9.765625e-05
0.023975336908712945,0.0018981777493606137,0.9960437979539642,0.9989210358056266,100,9.247202971613995e-05,0.94892578125,0.0001953125
