train_loss,train_clean_acc,epoch,lr,test_clean_acc,test_adversarial_acc
1.3410708459137042,0.5089394181890561,1,0.00839999999999999,0.58603515625,
0.8616606382762685,0.69482896425535,2,0.009195000545041132,0.72646484375,
0.6879199328629867,0.7614250320302861,3,0.011567461984398342,0.70693359375,
0.6023983056740383,0.7929227942091119,4,0.015479961537568088,0.7791015625,
0.5507422726782386,0.8111772698819485,5,0.020870784139525728,0.73818359375,
0.5157699714536252,0.8220228580257777,6,0.027654895923073297,0.766015625,
0.48466197166906294,0.8337515984349848,7,0.035725285527783424,0.79560546875,
0.4529256941107533,0.844800991018105,8,0.044954652077972806,0.8099609375,
0.4397741726139927,0.8474344629460894,9,0.055197413203844053,0.789453125,
0.4278041024113555,0.8512547953659312,10,0.06629200143163153,0.65791015625,
0.4148832692971925,0.8590872761843454,11,0.07806341271990463,0.81416015625,
0.4094161279975911,0.8603620524601558,12,0.09032596694187611,0.78349609375,
0.4138799440449156,0.859442934813097,13,0.10288623677036207,0.7353515625,
0.4126204718714175,0.8592910806236365,14,0.1155460987656898,0.7931640625,
0.4141709662002066,0.858076246803069,15,0.12810585853923956,0.753125,
0.412917970239049,0.859011349165836,16,0.1403674006968535,0.74482421875,
0.41462864221819223,0.8583639706187236,17,0.15213731387546917,0.81474609375,
0.41239041505414814,0.8598905051760661,18,0.1632299415792118,0.79619140625,
0.4112942395612712,0.8601182865364777,19,0.17347031069160493,0.81279296875,
0.41198049363730205,0.8602421675496699,20,0.1826968914700737,0.7328125,
0.4078582146817156,0.8612851662099209,21,0.1907641454870834,0.76083984375,
0.4053459850799702,0.861301150925629,22,0.19754482132714773,0.823046875,
0.40671885501393273,0.8610973466387795,23,0.20293196182779458,0.70634765625,
0.4034483356930106,0.8639985614115625,24,0.20684059120263043,0.78330078125,
0.4058435028013976,0.8622082801121275,25,0.2092090554341284,0.815234375,
0.39975256539519183,0.8661245205213347,26,0.20999999939746639,0.7658203125,
0.3951399907126756,0.8661205242661869,27,0.20990742588328895,0.800390625,
0.39386446526288377,0.8650535486848153,28,0.20963080983315208,0.8142578125,
0.3885103188207387,0.8672234655341224,29,0.20917063652560253,0.7525390625,
0.3922438900107923,0.8660885549872123,30,0.20852771326098962,0.77216796875,
0.3839213935767903,0.8706681586592399,31,0.2077031679451863,0.79052734375,
0.3873694963619837,0.8676430627208231,32,0.20669844711085889,0.73505859375,
0.383980994601079,0.8723105818719206,33,0.2055153133797572,0.7701171875,
0.385904736416724,0.8691456202046036,34,0.20415584237047713,0.7326171875,
0.3846271467559478,0.8691336317440433,35,0.20262241905712033,0.7697265625,
0.37831992825583727,0.8718190537694165,36,0.20091773358523915,0.7853515625,
0.3821261321644649,0.8705442774936062,37,0.19904477655240732,0.76083984375,
0.37965127094017576,0.8701486573804675,38,0.19700683376169545,0.82509765625,
0.3768337154022568,0.8709838554987213,39,0.1948074804572561,0.77861328125,
0.3713083925759396,0.8740289322555522,40,0.19245057505213053,0.829296875,
0.3701743515175017,0.8755714513761613,41,0.18994025235928116,0.82197265625,
0.3697922618111686,0.8747562340763219,42,0.18728091633772462,0.79677734375,
0.36362476132409954,0.8765305306600488,43,0.18447723236649122,0.82431640625,
0.3679339557200137,0.8757872442760126,44,0.18153411905996467,0.76669921875,
0.3635772640824013,0.8751078964499257,45,0.17845673963896125,0.749609375,
0.36006558433060754,0.8777573529411765,46,0.17525049287268593,0.84443359375,
0.3610255261668769,0.8771579283887468,47,0.1719210036074568,0.73720703125,
0.36140049220351,0.8770660166545292,48,0.168474112898813,0.82919921875,
0.35625852754963633,0.8788802750275263,49,0.164915867764319,0.84560546875,
0.3547234604197085,0.8793678068748826,50,0.16125251057504036,0.84248046875,
0.3508915904232913,0.8800551470588235,51,0.15749046810430434,0.75966796875,
0.35255064538982517,0.8823329603580563,52,0.15363634025295514,0.7470703125,
0.34941213686600364,0.8806945332480819,53,0.14969688847088547,0.85751953125,
0.34171367392820473,0.8840952686336644,54,0.1456790238951559,0.8591796875,
0.3422799078018769,0.8828045076421459,55,0.14158979522551168,0.80498046875,
0.3363622375537672,0.8872042839484446,56,0.1374363763585687,0.84619140625,
0.3332105326987898,0.8868046675801582,57,0.13322605380236074,0.8029296875,
0.3339918846898067,0.8871203644196396,58,0.12896621389332866,0.826171875,
0.327609088490991,0.889649936152846,59,0.12466432983817616,0.834765625,
0.3218908646451238,0.8914641943734015,60,0.12032794860332605,0.71435546875,
0.3214285840539981,0.8910326087261404,61,0.11596467767497647,0.8330078125,
0.31552848406612416,0.8930546674886932,62,0.11158217171298523,0.8455078125,
0.3122963976219792,0.8923713235599001,63,0.1071881191219951,0.77470703125,
0.3076205151465238,0.895528292869363,64,0.10279022856335986,0.8380859375,
0.307849100293101,0.8958559783218462,65,0.09839621543153261,0.8228515625,
0.2974869005210564,0.898581361984048,66,0.09401378831864224,0.84228515625,
0.2931695745119353,0.9010749680306905,67,0.08965063549100347,0.79287109375,
0.29185837396727804,0.9002477621178493,68,0.08531441140128533,0.85673828125,
0.2864644354414147,0.9022378517538691,69,0.08101272325999997,0.84599609375,
0.2809225445818108,0.904647538424148,70,0.07675311768987074,0.86328125,
0.27350508170130916,0.9069173593655266,71,0.07254306748649127,0.85771484375,
0.2659292885333376,0.9095228581172426,72,0.068389958508503,0.886328125,
0.2581209258159713,0.9120883952321299,73,0.0643010767202892,0.8798828125,
0.25372201894097923,0.9129795397029203,74,0.06028359540991781,0.883984375,
0.2460366103159802,0.9162563939228692,75,0.056344562604756517,0.8599609375,
0.23636699357377294,0.9194892902508416,76,0.052490888706837914,0.8724609375,
0.2275304982005178,0.9219868925526319,77,0.048729334369666186,0.87880859375,
0.21484556777016892,0.9278732417794444,78,0.04506649863773337,0.8634765625,
0.21217314098649623,0.927965153513662,79,0.04150880736955337,0.89619140625,
0.20048255862101264,0.9316975703019925,80,0.03806250196452207,0.890625,
0.18977072806385778,0.9345268543114138,81,0.0347336284133824,0.8697265625,
0.17464222058730053,0.9413842711302326,82,0.03152802669150188,0.89140625,
0.16428801308736166,0.9442335358056266,83,0.02845132051357146,0.90185546875,
0.15292590172470683,0.9466991688284423,84,0.025508907467699023,0.9060546875,
0.1360347334038266,0.9542159526549336,85,0.022705949546205743,0.9154296875,
0.12355620216321,0.9577525575142687,86,0.02004736408973734,0.91474609375,
0.10827817509660635,0.9623401535441504,87,0.01753781516057789,0.90732421875,
0.09800358353863897,0.9673633311715577,88,0.01518170536029967,0.91787109375,
0.08009934519200831,0.9730218990379588,89,0.01298316810610378,0.9259765625,
0.06686858340021214,0.9772178709049664,90,0.010946060379402076,0.9294921875,
0.05293315119417313,0.9821571291560103,91,0.009073955959361057,0.93349609375,
0.041106916313795636,0.9869325447570333,92,0.007370139153278817,0.9392578125,
0.027095388443640355,0.991628037084399,93,0.005837599034794107,0.9419921875,
0.01771307848703564,0.9949848145780051,94,0.004479024200035327,0.94404296875,
0.014509638901823736,0.9963115409512044,95,0.0032967980509094903,0.94677734375,
0.010134775631005883,0.9974624360613811,96,0.0022929946138053334,0.94677734375,
0.007911353456297093,0.998141783887468,97,0.0014693749010462212,0.94921875,
0.007838601777044213,0.9982416879795396,98,0.0008273838214761856,0.94921875,
0.006767083844884544,0.9984614769820972,99,0.00036814764559882704,0.95029296875,
0.006412192189600319,0.9987811700767263,100,9.247202971613995e-05,0.94951171875,0.0
