train_loss,train_clean_acc,epoch,lr,test_clean_acc,test_adversarial_acc
1.3241011660422206,0.519976822311616,1,0.00839999999999999,0.62177734375,
0.8547114949397114,0.6972026853915065,2,0.011568106807057277,0.70498046875,
0.7097449458925925,0.7524816177385237,3,0.020873282372258467,0.705078125,
0.6224557874757616,0.786273177779849,4,0.0357306102263778,0.7462890625,
0.5713208786514409,0.8041160486238387,5,0.05520616970454792,0.68125,
0.5313249074132241,0.8171954923273658,6,0.07807574151006164,0.70732421875,
0.5015525865127973,0.8291919757338131,7,0.10290176123594409,0.78564453125,
0.4803760091362097,0.8349424553344317,8,0.12812368360271698,0.790625,
0.4702122360849015,0.8403292839484446,9,0.15215607718305402,0.6412109375,
0.46552451522758853,0.84029731466947,10,0.17348828345132533,0.69892578125,
0.45893644669171796,0.8439098465473146,11,0.19077937566372022,0.7830078125,
0.44678026083332806,0.8474704284802117,12,0.20294244852381918,0.68369140625,
0.44673548673119995,0.8471387467725807,13,0.20921294024743936,0.71181640625,
0.4364752423427904,0.8511588875290073,14,0.2099069530337817,0.7763671875,
0.43034731812031984,0.8521499360918694,15,0.20916922490581075,0.77314453125,
0.42441095446076843,0.854599584398977,16,0.2077008274566086,0.73857421875,
0.42355042211997235,0.8552989130434783,17,0.20551206043923928,0.82314453125,
0.41713329036827285,0.8574688298927854,18,0.20261827648170272,0.77978515625,
0.4062306271184741,0.8622722186700768,19,0.1990397733992801,0.798828125,
0.408021022939621,0.8617167520096235,20,0.19480165181994377,0.74462890625,
0.39906578718701285,0.863167359396015,21,0.18993363912148656,0.8013671875,
0.38861505969253646,0.8678628517233807,22,0.18446988091532582,0.82021484375,
0.3904911550643194,0.8669277493606138,23,0.178448701539573,0.8033203125,
0.382688728401728,0.8706601663013859,24,0.17191233524133753,0.78623046875,
0.38155927991165833,0.8709398977591863,25,0.16490662993382887,0.7705078125,
0.3717763935361067,0.8734614769820972,26,0.15748072560618684,0.78154296875,
0.3651600208733698,0.8749760230788795,27,0.14968670964176498,0.82763671875,
0.36163963042104336,0.8768422315492654,28,0.14157925146256092,0.8146484375,
0.3501200992661669,0.8796994885825136,29,0.13321521906250114,0.795703125,
0.3456506113262128,0.8807704604190328,30,0.1246532801193231,0.8501953125,
0.33535038586467736,0.8871683184143222,31,0.1159534904829685,0.84599609375,
0.327094100549093,0.8875639386799025,32,0.10717687292694617,0.8453125,
0.31699386448658945,0.8904891305262476,33,0.09838498911742055,0.83310546875,
0.309006762836138,0.8943214514066496,34,0.08963950780235574,0.84833984375,
0.30250168174429015,0.8969549233346339,35,0.08100177224955718,0.87109375,
0.28502124662289535,0.9021259590487956,36,0.07253236996772339,0.87548828125,
0.27197422550233735,0.9082241049203117,37,0.06429070772860428,0.84775390625,
0.25693972035289725,0.9119285486848153,38,0.056334594871181046,0.86376953125,
0.2423363321310724,0.9163802749360613,39,0.04871983781068938,0.878515625,
0.22295167805898525,0.9241967711912091,40,0.041499848596713206,0.881640625,
0.19461702770741698,0.9330522698514602,41,0.034725270266033524,0.90302734375,
0.17379212850118841,0.9406010231093678,42,0.028443621618112168,0.8931640625,
0.14502105814264254,0.9503956202350919,43,0.02269896390485601,0.913671875,
0.11897128972860858,0.9586876598770356,44,0.017531591772592663,0.92275390625,
0.08921305163075095,0.9695492327365729,45,0.012977750624078249,0.92744140625,
0.06692810354949645,0.9780410805626598,46,0.009069382383039152,0.93388671875,
0.04317682180220209,0.9864290281939689,47,0.005833901444527641,0.94306640625,
0.031050310037849124,0.9905450767873193,48,0.0032940023826374945,0.94453125,
0.02258721960570349,0.9942734974729436,49,0.0014675007643728925,0.94619140625,
0.020793473022296796,0.9941256393861893,50,0.0003672081862463773,0.94609375,0.33330078125
