train_loss,train_inverse_adversarial_acc,epoch,lr,test_clean_acc,test_inverse_adversarial_acc
2.2440200361144513,0.7303029092986261,1,0.00839999999999999,0.57314453125,
1.1419591472276946,0.9399616369201095,2,0.009195000545041132,0.6708984375,
0.9068946324650894,0.9564338234989235,3,0.011567461984398342,0.66904296875,
0.7801769016801244,0.967035645871516,4,0.015479961537568088,0.70908203125,
0.7066104891507522,0.970796035836115,5,0.020870784139525728,0.7677734375,
0.6622962007284774,0.972906010230179,6,0.027654895923073297,0.7994140625,
0.6152269670268153,0.974780211058419,7,0.035725285527783424,0.8046875,
0.5795763609811778,0.9755514706187236,8,0.044954652077972806,0.77451171875,
0.5677675824336079,0.9739250319693095,9,0.055197413203844053,0.79228515625,
0.5580097971212529,0.9735493926745852,10,0.06629200143163153,0.788671875,
0.5688123217476603,0.9699168798258847,11,0.07806341271990463,0.79296875,
0.5732514561747041,0.9691695971867008,12,0.09032596694187611,0.7931640625,
0.5576144912663628,0.9693933824444061,13,0.10288623677036207,0.79697265625,
0.5623101904569074,0.9684982417184679,14,0.1155460987656898,0.79208984375,
0.5653700261469692,0.9676590473450664,15,0.12810585853923956,0.79072265625,
0.5541929040113678,0.9678348786080889,16,0.1403674006968535,0.79677734375,
0.5602182446385894,0.967011668797954,17,0.15213731387546917,0.78056640625,
0.5566983679523858,0.966943733984857,18,0.1632299415792118,0.76328125,
0.5516212185477967,0.9665481138717184,19,0.17347031069160493,0.73466796875,
0.5479737306037522,0.967451246803069,20,0.1826968914700737,0.8181640625,
0.5470757261871377,0.9666839833454708,21,0.1907641454870834,0.8033203125,
0.5468150453494333,0.9690577046340688,22,0.19754482132714773,0.83369140625,
0.5302625958571958,0.9704164002862428,23,0.20293196182779458,0.79482421875,
0.5342969126484888,0.9701486572890026,24,0.20684059120263043,0.81328125,
0.5205236060158981,0.9724184782303813,25,0.2092090554341284,0.69814453125,
0.5283850299199219,0.9696611252892048,26,0.20999999939746639,0.75439453125,
0.5374198806712694,0.9680746484290609,27,0.20990742588328895,0.767578125,
0.5112605823199158,0.9732536765010765,28,0.20963080983315208,0.8064453125,
0.5038951982165236,0.9751878197845596,29,0.20917063652560253,0.73515625,
0.5130977653481467,0.9721827046645571,30,0.20852771326098962,0.74287109375,0.93564453125
0.4961593873284357,0.974780211058419,31,0.2077031679451863,0.80283203125,
0.48979394484663863,0.9756833439897699,32,0.20669844711085889,0.77880859375,
0.5174844309954387,0.9712595907623506,33,0.2055153133797572,0.814453125,
0.4952643578467162,0.97407688615877,34,0.20415584237047713,0.7453125,
0.484997167916554,0.9750479540556592,35,0.20262241905712033,0.82646484375,
0.47597221359420006,0.9780131073863915,36,0.20091773358523915,0.785546875,
0.4826638611686199,0.9759710678054244,37,0.19904477655240732,0.75703125,
0.47273645163192163,0.9773377558154523,38,0.19700683376169545,0.812109375,
0.4718637279689769,0.977249840183941,39,0.1948074804572561,0.73798828125,
0.4762372973629886,0.9763187340763219,40,0.19245057505213053,0.7921875,
0.4662387129443381,0.9788163363781122,41,0.18994025235928116,0.76005859375,
0.4614976344968352,0.9778692455547849,42,0.18728091633772462,0.8099609375,
0.4554609135746041,0.9783048274571938,43,0.18447723236649122,0.82373046875,
0.4519012967872498,0.979675511569928,44,0.18153411905996467,0.771484375,
0.45095534748433497,0.9797874041225599,45,0.17845673963896125,0.81748046875,
0.4408081066806603,0.9813259271404627,46,0.17525049287268593,0.826953125,
0.45963194421337694,0.9777773338205674,47,0.1719210036074568,0.8400390625,
0.4370275309018772,0.9816536125929459,48,0.168474112898813,0.842578125,
0.43711741962243833,0.9812819694009278,49,0.164915867764319,0.8072265625,
0.4341468836569115,0.981397858056266,50,0.16125251057504036,0.8099609375,
0.434382005801896,0.9812140345878309,51,0.15749046810430434,0.834375,
0.4293862323245734,0.9811341113141735,52,0.15363634025295514,0.83369140625,
0.4339056950624642,0.9803628517538691,53,0.14969688847088547,0.7955078125,
0.41095634182090957,0.9834838555292096,54,0.1456790238951559,0.80927734375,
0.41657011012744416,0.9823849105164218,55,0.14158979522551168,0.79638671875,
0.406138302877431,0.9831761508951407,56,0.1374363763585687,0.83154296875,
0.4078909067241737,0.9831561700767263,57,0.13322605380236074,0.82861328125,
0.4099933907885076,0.9821930946901326,58,0.12896621389332866,0.7666015625,
0.3936281491957052,0.984011349165836,59,0.12466432983817616,0.8267578125,
0.3861459002013097,0.9853540601023018,60,0.12032794860332605,0.85751953125,0.982421875
0.3888420272056404,0.984942455273455,61,0.11596467767497647,0.71630859375,
0.37564734763958874,0.9864969630070659,62,0.11158217171298523,0.873828125,
0.36646445232736485,0.9877117966751918,63,0.1071881191219951,0.8455078125,
0.36202640339846504,0.9875519501278772,64,0.10279022856335986,0.80146484375,
0.3712038039170263,0.9858815537389282,65,0.09839621543153261,0.85048828125,
0.3704410875621049,0.9848505435392375,66,0.09401378831864224,0.85341796875,
0.3514975232388967,0.9875000000304883,67,0.08965063549100347,0.8515625,
0.3371974543080001,0.989270300511509,68,0.08531441140128533,0.857421875,
0.32544463674735535,0.990329283887468,69,0.08101272325999997,0.8572265625,
0.3321275471345238,0.9891584079588771,70,0.07675311768987074,0.87451171875,
0.3244947426002044,0.9888786765010765,71,0.07254306748649127,0.866796875,
0.307812270758402,0.9911684782608695,72,0.068389958508503,0.85859375,
0.30063487349263845,0.9913483056265985,73,0.0643010767202892,0.87744140625,
0.2918077076373198,0.9917958759895676,74,0.06028359540991781,0.86904296875,
0.28207037329216444,0.992331361984048,75,0.056344562604756517,0.883984375,
0.27734117120351937,0.9929068094629157,76,0.052490888706837914,0.87490234375,
0.2616256378457674,0.9924472506393862,77,0.048729334369666186,0.8935546875,
0.255860961173349,0.9935342071916137,78,0.04506649863773337,0.87177734375,
0.24138398603786287,0.9935342071916137,79,0.04150880736955337,0.88662109375,
0.2320002749409822,0.9943734015650152,80,0.03806250196452207,0.8884765625,
0.21605502492021722,0.994613171385987,81,0.0347336284133824,0.8951171875,
0.20424299812911417,0.9957440856777494,82,0.03152802669150188,0.89638671875,
0.18515890954857897,0.9963035485933504,83,0.02845132051357146,0.9033203125,
0.17155682841492126,0.9968230498721228,84,0.025508907467699023,0.91005859375,
0.156950564764421,0.9971827046035806,85,0.022705949546205743,0.91708984375,
0.13906814658161623,0.997650255784964,86,0.02004736408973734,0.9109375,
0.12375853925257388,0.998261668797954,87,0.01753781516057789,0.91474609375,
0.10684014016004932,0.998141783887468,88,0.01518170536029967,0.91826171875,
0.09066041949612405,0.998761189258312,89,0.01298316810610378,0.9265625,
0.07436227100089078,0.9990009590792839,90,0.010946060379402076,0.93154296875,0.98798828125
0.06039744521469793,0.9994605179028133,91,0.009073955959361057,0.935546875,0.98916015625
0.04465405871886808,0.9996203644501279,92,0.007370139153278817,0.93798828125,0.99189453125
0.03171519542653638,0.9997602301790282,93,0.005837599034794107,0.939453125,0.99130859375
0.024737319867948398,0.9998401534526854,94,0.004479024200035327,0.9408203125,0.98798828125
0.01606052143105051,0.9999600383631714,95,0.0032967980509094903,0.94423828125,0.990234375
0.012392322428624534,0.9999200767263428,96,0.0022929946138053334,0.94521484375,0.98994140625
0.009458596920273017,0.999880115089514,97,0.0014693749010462212,0.9462890625,0.98974609375
0.008172985711766173,0.9999680307210254,98,0.0008273838214761856,0.94560546875,0.9896484375
0.00836598405928906,0.9999000959079284,99,0.00036814764559882704,0.946875,0.9896484375
0.007703754144584965,0.9999800191815856,100,9.247202971613995e-05,0.94765625,0.9896484375
