train_loss,train_adversarial_acc,epoch,lr,test_clean_acc,test_adversarial_acc
1.9431072549746775,0.2675911125624576,1,0.00839999999999999,0.4205078125,
1.7807353734970093,0.32628676470588236,2,0.009195000545041132,0.5234375,
1.6768484383897708,0.36487372124286566,3,0.011567461984398342,0.55654296875,
1.6030279812605486,0.3916040601023018,4,0.015479961537568088,0.60185546875,
1.5408734375863429,0.41653612530444895,5,0.020870784139525728,0.60654296875,
1.4908039597294214,0.4375199808184143,6,0.027654895923073297,0.663671875,
1.4485050186781627,0.4542918798258847,7,0.035725285527783424,0.6310546875,
1.4175384523313674,0.46794277490557307,8,0.044954652077972806,0.682421875,
1.3852012776352864,0.4799112851357521,9,0.055197413203844053,0.630078125,
1.365134325783576,0.49166799872122763,10,0.06629200143163153,0.662890625,
1.3410371804176389,0.4973705243271635,11,0.07806341271990463,0.70634765625,
1.3244077762984254,0.5041160485933504,12,0.09032596694187611,0.7255859375,
1.3124566962347006,0.5078644500973889,13,0.10288623677036207,0.68818359375,
1.3076030329975021,0.512523976966853,14,0.1155460987656898,0.72333984375,
1.301095003667085,0.512835677779849,15,0.12810585853923956,0.725390625,
1.2930795439064044,0.5165121483680842,16,0.1403674006968535,0.7279296875,
1.2882871530245028,0.5179787404701838,17,0.15213731387546917,0.71611328125,
1.2793945211278812,0.5190177429515077,18,0.1632299415792118,0.7357421875,
1.2763728226542168,0.5227901215291084,19,0.17347031069160493,0.7166015625,
1.2716848990496468,0.5256313939228692,20,0.1826968914700737,0.75380859375,
1.2691071472509439,0.5257432864755011,21,0.1907641454870834,0.73603515625,
1.2609116515844985,0.5282608695957057,22,0.19754482132714773,0.7326171875,
1.2572546005249023,0.5285206202350919,23,0.20293196182779458,0.72392578125,
1.2491163004694692,0.534295076756831,24,0.20684059120263043,0.75087890625,
1.2473812456935873,0.5324528453600071,25,0.2092090554341284,0.71240234375,
1.2441885081093635,0.5348665281329923,26,0.20999999939746639,0.7296875,
1.2421478966008062,0.5343789961331945,27,0.20990742588328895,0.7607421875,
1.2386783626683229,0.5358016304957592,28,0.20963080983315208,0.75634765625,
1.2336812833386004,0.5385150255449592,29,0.20917063652560253,0.7193359375,
1.2290955784985476,0.5387108376263963,30,0.20852771326098962,0.76845703125,0.45703125
1.2288678779321558,0.5412244246438946,31,0.2077031679451863,0.75625,
1.2209802740979987,0.543354379856373,32,0.20669844711085889,0.748828125,
1.2206484635772608,0.5431425832116695,33,0.2055153133797572,0.71435546875,
1.2178858710676812,0.544888906619128,34,0.20415584237047713,0.72861328125,
1.2134424196484754,0.5439937660456313,35,0.20262241905712033,0.75849609375,
1.2113947641209264,0.5465912724394932,36,0.20091773358523915,0.7607421875,
1.2092258962219025,0.5478700447417891,37,0.19904477655240732,0.755078125,
1.2066865476500956,0.5490009591097722,38,0.19700683376169545,0.746875,
1.2019226961123668,0.5513307225063938,39,0.1948074804572561,0.76005859375,
1.2031439143373532,0.5468829923578541,40,0.19245057505213053,0.76123046875,
1.194488049468116,0.553696451437138,41,0.18994025235928116,0.7416015625,
1.1994340034092175,0.5499680307515137,42,0.18728091633772462,0.75986328125,
1.1946265537415623,0.5538283248081841,43,0.18447723236649122,0.75654296875,
1.1910725723751976,0.5546595268237317,44,0.18153411905996467,0.76181640625,
1.1874437440386818,0.5560501919073217,45,0.17845673963896125,0.74677734375,
1.1861761421193857,0.5534446931556057,46,0.17525049287268593,0.74296875,
1.1824539497380366,0.5581641624040921,47,0.1719210036074568,0.75390625,
1.1802782513906278,0.5587396100354012,48,0.168474112898813,0.760546875,
1.1754093409499244,0.5580842391304348,49,0.164915867764319,0.75234375,
1.1758506941368512,0.555678548562862,50,0.16125251057504036,0.7869140625,
1.1705457738903173,0.5585637787723785,51,0.15749046810430434,0.76650390625,
1.169016924660529,0.5609974424399988,52,0.15363634025295514,0.76708984375,
1.166836938589735,0.56237212273166,53,0.14969688847088547,0.75498046875,
1.1603302580621235,0.5620604219948849,54,0.1456790238951559,0.75439453125,
1.1617216597432676,0.5642862851967287,55,0.14158979522551168,0.78642578125,
1.1470467759215313,0.5692655050846012,56,0.1374363763585687,0.78564453125,
1.1515647250673045,0.565349264675394,57,0.13322605380236074,0.7603515625,
1.1446830343712322,0.5689498082451199,58,0.12896621389332866,0.771875,
1.1389119804972578,0.5708839513761613,59,0.12466432983817616,0.785546875,
1.1369905570888763,0.5722786125624576,60,0.12032794860332605,0.78642578125,0.51943359375
1.1324120477947128,0.5728980179333016,61,0.11596467767497647,0.79267578125,
1.1273695070420384,0.5761349105164218,62,0.11158217171298523,0.77861328125,
1.1221406500967568,0.5780810422604651,63,0.1071881191219951,0.78330078125,
1.1161007481767697,0.580111093380872,64,0.10279022856335986,0.77177734375,
1.1121403427075243,0.5809183184752988,65,0.09839621543153261,0.77587890625,
1.106329488022553,0.5811181266594421,66,0.09401378831864224,0.80595703125,
1.1000380776727292,0.5879195972781657,67,0.08965063549100347,0.79375,
1.0924196045112122,0.5863131394471659,68,0.08531441140128533,0.801171875,
1.085086712446969,0.5911764706797002,69,0.08101272325999997,0.7986328125,
1.0773560095321186,0.5926430626293583,70,0.07675311768987074,0.8076171875,
1.0719198131805185,0.5937260230788795,71,0.07254306748649127,0.8125,
1.0616281742939864,0.5996243606138107,72,0.068389958508503,0.81494140625,
1.0506423848974125,0.6035845589149943,73,0.0643010767202892,0.7767578125,
1.0450776419066408,0.6029132032943199,74,0.06028359540991781,0.81572265625,
1.0318514139146147,0.608391943794992,75,0.056344562604756517,0.8232421875,
1.0211537730358446,0.60950287726834,76,0.052490888706837914,0.81435546875,
1.0067545741110506,0.6130474744855291,77,0.048729334369666186,0.82060546875,
0.9951024294814186,0.6196451406649617,78,0.04506649863773337,0.815234375,
0.9735882823424571,0.6267902812994349,79,0.04150880736955337,0.83115234375,
0.9656045462774194,0.6295915921325879,80,0.03806250196452207,0.82861328125,
0.945554258116066,0.6356098145780051,81,0.0347336284133824,0.83037109375,
0.9297350805128932,0.6422914002862428,82,0.03152802669150188,0.83798828125,
0.9082642379014388,0.6498361572890026,83,0.02845132051357146,0.84638671875,
0.8843641918333595,0.6590952685726877,84,0.025508907467699023,0.8513671875,
0.8669566659976149,0.6619485295032297,85,0.022705949546205743,0.8533203125,
0.8355686211829905,0.6744525255754475,86,0.02004736408973734,0.855859375,
0.8116897166232624,0.6802229859944805,87,0.01753781516057789,0.84619140625,
0.7798494114290417,0.693953804347826,88,0.01518170536029967,0.8646484375,
0.7531324778981221,0.702497602271302,89,0.01298316810610378,0.86728515625,
0.7149064194058519,0.715349264766859,90,0.010946060379402076,0.862890625,0.58076171875
0.6734151421757915,0.7305027174827693,91,0.009073955959361057,0.86611328125,0.57763671875
0.637371847849063,0.7434023338205674,92,0.007370139153278817,0.8763671875,0.58154296875
0.5914334164708471,0.760985454025171,93,0.005837599034794107,0.8748046875,0.58505859375
0.5496511032514255,0.7758911445622554,94,0.004479024200035327,0.87939453125,0.58017578125
0.5054783764702585,0.7918238491963243,95,0.0032967980509094903,0.88173828125,0.5833984375
0.4647496624675858,0.8086357096881818,96,0.0022929946138053334,0.8828125,0.57958984375
0.43275504107670404,0.8212635869260334,97,0.0014693749010462212,0.88154296875,0.58291015625
0.40689080625848695,0.8321731137802534,98,0.0008273838214761856,0.88505859375,0.584375
0.3914241414240864,0.8380234974729436,99,0.00036814764559882704,0.8857421875,0.58076171875
0.38379622031660643,0.8406090154062451,100,9.247202971613995e-05,0.884765625,0.58076171875
