train_loss,train_inverse_adversarial_acc,epoch,lr,test_clean_acc,test_inverse_adversarial_acc
2.034702615664743,0.8015425191510974,1,0.00839999999999999,0.4966796875,
1.1779084115686929,0.9370204603580563,2,0.009195000545041132,0.67109375,
0.8944747681203096,0.9661724744245525,3,0.011567461984398342,0.7125,
0.7657686965849698,0.9759990409816928,4,0.015479961537568088,0.68076171875,
0.7133538515671439,0.97494405370844,5,0.020870784139525728,0.77861328125,
0.6469535730074129,0.9768302429972402,6,0.027654895923073297,0.7146484375,
0.6120994823515568,0.9775695332785701,7,0.035725285527783424,0.7875,
0.5613347294995242,0.9819173593350383,8,0.044954652077972806,0.8130859375,
0.5831346985934031,0.9752317775240944,9,0.055197413203844053,0.77333984375,
0.6176466552345344,0.9648377558459407,10,0.06629200143163153,0.71845703125,
0.5745878074785022,0.9683383951711533,11,0.07806341271990463,0.76240234375,
0.569876446291004,0.968817934813097,12,0.09032596694187611,0.767578125,
0.5745384443141616,0.9660046355193838,13,0.10288623677036207,0.73330078125,
0.567143819292488,0.9667119565217391,14,0.1155460987656898,0.77734375,
0.5634307894865265,0.9676870205213347,15,0.12810585853923956,0.81435546875,
0.5455079630512716,0.9692695012787724,16,0.1403674006968535,0.82041015625,
0.5435441888659202,0.9699368606442991,17,0.15213731387546917,0.78583984375,
0.5259254948257486,0.9727301791195979,18,0.1632299415792118,0.79921875,
0.5248251609180284,0.9721227622093143,19,0.17347031069160493,0.75185546875,
0.5242053532539426,0.9716232417489562,20,0.1826968914700737,0.7685546875,
0.5004164123779062,0.9767703005419973,21,0.1907641454870834,0.785546875,
0.49950347943684026,0.9765904731762683,22,0.19754482132714773,0.77021484375,
0.5112691080326315,0.9744245524296675,23,0.20293196182779458,0.7150390625,
0.4989987763831073,0.9750519501583655,24,0.20684059120263043,0.73232421875,
0.5236309883387192,0.9695612211971332,25,0.2092090554341284,0.7337890625,
0.5169418216361414,0.9728700448484982,26,0.20999999939746639,0.78505859375,
0.5185784714301224,0.9705282928388747,27,0.20990742588328895,0.8384765625,
0.4845265203424732,0.9761588875290073,28,0.20963080983315208,0.802734375,
0.5023335611728756,0.9721627238461429,29,0.20917063652560253,0.7916015625,
0.4993889926339659,0.9723305627513115,30,0.20852771326098962,0.76982421875,0.92978515625
0.4877528297474317,0.974092870874478,31,0.2077031679451863,0.8263671875,
0.4841215982461524,0.9739609975034319,32,0.20669844711085889,0.79423828125,
0.5057554479373996,0.9714434143832272,33,0.2055153133797572,0.79580078125,
0.48224938052999394,0.9752797315187771,34,0.20415584237047713,0.74462890625,
0.4763394401353948,0.9760829603580563,35,0.20262241905712033,0.79326171875,
0.4818758017114361,0.9750119885215369,36,0.20091773358523915,0.84501953125,
0.4693647695852972,0.9768182545366799,37,0.19904477655240732,0.77275390625,
0.47133149755427906,0.9755314898003092,38,0.19700683376169545,0.82275390625,
0.47029460109103366,0.976502557544757,39,0.1948074804572561,0.7994140625,
0.4664319737640488,0.9763307225368821,40,0.19245057505213053,0.830859375,
0.441863634625969,0.9802149936671147,41,0.18994025235928116,0.82939453125,
0.45496296768298233,0.979351822220151,42,0.18728091633772462,0.746484375,
0.4506171965385642,0.9782249041835366,43,0.18447723236649122,0.79404296875,
0.4495967255757593,0.9795875959384167,44,0.18153411905996467,0.8138671875,
0.45152571804992986,0.9788163363781122,45,0.17845673963896125,0.812890625,
0.44117096443767745,0.9794876918463451,46,0.17525049287268593,0.79130859375,
0.44294405635208123,0.9790401214833759,47,0.1719210036074568,0.84150390625,
0.4192615569476276,0.9834998402449177,48,0.168474112898813,0.83427734375,
0.42201686675286354,0.982644661155808,49,0.164915867764319,0.78623046875,
0.41932082004711757,0.9823529412374472,50,0.16125251057504036,0.78720703125,
0.429267213777508,0.9819812980454291,51,0.15749046810430434,0.79638671875,
0.42324970456797756,0.9803868286749896,52,0.15363634025295514,0.8251953125,
0.44238544855733664,0.9784247123676798,53,0.14969688847088547,0.76357421875,
0.4103768594810725,0.982576726342711,54,0.1456790238951559,0.83623046875,
0.4176034053878101,0.9812340154062451,55,0.14158979522551168,0.81015625,
0.40688335819317556,0.9819773017902813,56,0.1374363763585687,0.837890625,
0.40692531727159115,0.9809862532274193,57,0.13322605380236074,0.82734375,
0.3998397040321394,0.9828244885215369,58,0.12896621389332866,0.84326171875,
0.4086118382413674,0.9815537085008743,59,0.12466432983817616,0.8470703125,
0.39000620306147943,0.983324008981895,60,0.12032794860332605,0.85869140625,0.9708984375
0.387445878990166,0.9831082160820437,61,0.11596467767497647,0.844140625,
0.39477873248669804,0.9836317136159638,62,0.11158217171298523,0.81376953125,
0.3801829644938564,0.9837036445317671,63,0.1071881191219951,0.84658203125,
0.3740867607276458,0.983391943794992,64,0.10279022856335986,0.8314453125,
0.3666434430176645,0.9843829923578541,65,0.09839621543153261,0.85302734375,
0.359693030033575,0.9843030690841967,66,0.09401378831864224,0.8458984375,
0.34059680548622784,0.9870404412069589,67,0.08965063549100347,0.8646484375,
0.35215019348942106,0.9852701407259382,68,0.08531441140128533,0.869140625,
0.3380534590205268,0.9855618606442991,69,0.08101272325999997,0.797265625,
0.3344852680821553,0.98698849110957,70,0.07675311768987074,0.849609375,
0.3285757753321582,0.9863131393861893,71,0.07254306748649127,0.8677734375,
0.3298060240038216,0.9848945012787724,72,0.068389958508503,0.873828125,
0.30420293916216895,0.9887627876932968,73,0.0643010767202892,0.87412109375,
0.3051311579125617,0.9869924872122762,74,0.06028359540991781,0.85859375,
0.3028754215411213,0.9871083760200559,75,0.056344562604756517,0.8716796875,
0.2861379323827336,0.9888706841432225,76,0.052490888706837914,0.881640625,
0.26491948163799006,0.9902453645111045,77,0.048729334369666186,0.87236328125,
0.25865034336019355,0.9906250000609766,78,0.04506649863773337,0.87919921875,
0.2393338748675478,0.9923553389051686,79,0.04150880736955337,0.87724609375,
0.2278319845533432,0.9929267902813299,80,0.03806250196452207,0.88974609375,
0.21363943068267743,0.9935541880100279,81,0.0347336284133824,0.88125,
0.21114623687608772,0.9934462915601023,82,0.03152802669150188,0.90302734375,
0.18555727067505917,0.9944533248386724,83,0.02845132051357146,0.893359375,
0.17316544377018728,0.9953844309462916,84,0.025508907467699023,0.90244140625,
0.16280232801499878,0.9953844309462916,85,0.022705949546205743,0.91298828125,
0.14794342002600355,0.9956721547619461,86,0.02004736408973734,0.90986328125,
0.1272987562381779,0.9967910805931481,87,0.01753781516057789,0.91689453125,
0.11084178805618031,0.9973025895140665,88,0.01518170536029967,0.9142578125,
0.09463582866732269,0.9977022058823529,89,0.01298316810610378,0.91826171875,
0.07774422796266844,0.998261668797954,90,0.010946060379402076,0.92607421875,0.99091796875
0.06020375352371913,0.9985813618925832,91,0.009073955959361057,0.9279296875,0.99033203125
0.0492720811561112,0.9991008631713555,92,0.007370139153278817,0.93125,0.99111328125
0.032383234703394076,0.9995004795396419,93,0.005837599034794107,0.93701171875,0.9900390625
0.025183807805423505,0.9995004795396419,94,0.004479024200035327,0.93828125,0.99072265625
0.017873695335479552,0.9996203644501279,95,0.0032967980509094903,0.937109375,0.99091796875
